record_id,ecosystem,source,original_title,normalized_title,pass1_reference,otter_id,otter_date,packet_dir,packet_json_status,raw_transcript_status,summary_status,structured_lecture_notes_status,quiz_status,key_takeaways_status,infographic_data_status,infographic_status,readme_status,slides_status,slides_claimed_downloaded,slide_pdf_status,slide_images_status,audio_status,video_status,pathway_status,content_kit_status,knowledge_leaves_status,aosrd_catalog_status,aosrd_pdf_url_status,aosrd_pdf_local_status,youtube_id,youtube_url_status,youtube_video_local_status,vimeo_url_status,vimeo_video_local_status,rumble_url_status,rumble_video_local_status,overall_local_representation_status,processing_state_based_on_local_inventory,notes
aosrd-webinars-064-JRwekVs321Y,AOSRD_Clearfield,aosrd_webinars_youtube,Novel Scientific Considerations for Optimized Lean Muscle Mass with Dr. Chris Melitis 22-Apr-2025 (Video),novel scientific considerations for optimized lean muscle mass with dr chris melitis 22 apr 2025 video,aosrd-webinars-064-JRwekVs321Y|12d7QbwxGiZlK8kVCNzSowPUQXE|5HPCyqwQxi9QD1of8g-CPHrnFcc|TNvBcRwwSnrkWGe2_L3i3lGvYYk,12d7QbwxGiZlK8kVCNzSowPUQXE;5HPCyqwQxi9QD1of8g-CPHrnFcc;TNvBcRwwSnrkWGe2_L3i3lGvYYk,2025-04-22;2025-01-08;2024-12-11,Research/lectures/clearfield-webinar-2025-04-22;Research/lectures/clearfield-webinar-2025-01-08;Research/lectures/clearfield-webinar-2024-12-11,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,JRwekVs321Y,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,"pass1_match_class=possible,strong; otter_candidates=3 (unconfirmed)"
aosrd-webinars-065-l0Rjq3pwOR8,AOSRD_Clearfield,aosrd_webinars_youtube,Aging and Anti-Aging through the Lens of the Immune System with Lisa Tamati 15-Apr-2025 (Video),aging and anti aging through the lens of the immune system with lisa tamati 15 apr 2025 video,aosrd-webinars-065-l0Rjq3pwOR8|4qg44PRw27Y2Jbzl7MXMYCX0HuI|pw9yXaKVUW0ETXgSRTRBaLEzqQc|y59a2fEx8UgOiThJHr1w-HcQc1U,4qg44PRw27Y2Jbzl7MXMYCX0HuI;pw9yXaKVUW0ETXgSRTRBaLEzqQc;y59a2fEx8UgOiThJHr1w-HcQc1U,2025-04-15;2024-08-27;2024-08-20,Research/lectures/clearfield-webinar-2025-04-15;Research/lectures/clearfield-webinar-2024-08-27;Research/lectures/clearfield-webinar-2024-08-20,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,l0Rjq3pwOR8,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,"pass1_match_class=possible,strong; otter_candidates=3 (unconfirmed)"
aosrd-webinars-066-DhiMsRLaERI,AOSRD_Clearfield,aosrd_webinars_youtube,Understanding Medical Issues Through a Constitutional Homeopathic Lens with Dr. Payam Hakimi 8-Apr-2025 (Video),understanding medical issues through a constitutional homeopathic lens with dr payam hakimi 8 apr 2025 video,aosrd-webinars-066-DhiMsRLaERI|6Jsw7QNZfMK82hH28Fgc1lAC87k,6Jsw7QNZfMK82hH28Fgc1lAC87k,2025-04-08,Research/lectures/clearfield-webinar-2025-04-08,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,DhiMsRLaERI,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,pass1_match_class=strong; otter_candidates=1 (unconfirmed)
aosrd-webinars-067-vZ0ervyVVU0,AOSRD_Clearfield,aosrd_webinars_youtube,Train Your Brain! Learn the Joys of Neurofeedback with Dr. Marly Jones 1-Apr-2025 (Video),train your brain learn the joys of neurofeedback with dr marly jones 1 apr 2025 video,aosrd-webinars-067-vZ0ervyVVU0|jZM7WB_BG5YwNdBn2EQBHQM-aNc,jZM7WB_BG5YwNdBn2EQBHQM-aNc,2025-04-01,Research/lectures/clearfield-webinar-2025-04-01,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,vZ0ervyVVU0,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,pass1_match_class=strong; otter_candidates=1 (unconfirmed)
aosrd-webinars-068-vS6aw3GkcRI,AOSRD_Clearfield,aosrd_webinars_youtube,The Laboratory Functional Medicine with Dr. Bill Clearfield 25-Mar-2025 (Video),the laboratory functional medicine with dr bill clearfield 25 mar 2025 video,aosrd-webinars-068-vS6aw3GkcRI|Zxy20R1uant_QctiZutXLSt-Q-E,Zxy20R1uant_QctiZutXLSt-Q-E,2025-03-25,Research/lectures/clearfield-webinar-2025-03-25,absent,absent,absent,absent,absent,absent,absent,absent,absent,present_local,false,present_local,present_local,absent,absent,absent,absent,absent,present_local,cataloged_external,present_local,vS6aw3GkcRI,cataloged_external,absent,absent,absent,absent,absent,present_local,visual_present_local,visual-transcript.md present (PDF frame index; not spoken transcript); local_study_guide_dir=Research/integrative-medicine/aosrd-webinars/study-guide/The_Laboratory_Functional_Medicine_with_Dr_Bill_Clearfield_2; pdfs=1; frames=30; pass1_match_class=strong; otter_candidates=1 (unconfirmed)
aosrd-webinars-069-kSvKhj5JSv0,AOSRD_Clearfield,aosrd_webinars_youtube,The Microbiome in Health and Disease with Dr Bill Clearfield 18-Mar-2025 (Video),the microbiome in health and disease with dr bill clearfield 18 mar 2025 video,aosrd-webinars-069-kSvKhj5JSv0|pfNO6khumfRfVoCync03aVBxZ70|P1FgRy3FvTrrNYsXISdsJKJeiEg|ZdpkFb1zUrwSD134tv35ZcrcaI8|0pIRZSR5hLU8vZNbqCJ9pLpRE9M,pfNO6khumfRfVoCync03aVBxZ70;P1FgRy3FvTrrNYsXISdsJKJeiEg;ZdpkFb1zUrwSD134tv35ZcrcaI8;0pIRZSR5hLU8vZNbqCJ9pLpRE9M,2025-03-18;2024-11-06;2025-07-29;2025-03-05,Research/lectures/clearfield-webinar-2025-03-18;Research/lectures/clearfield-webinar-2024-11-06;Research/lectures/clearfield-webinar-2025-07-29;Research/lectures/clearfield-webinar-2025-03-05,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,kSvKhj5JSv0,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,"pass1_match_class=possible,strong; otter_candidates=4 (unconfirmed)"
aosrd-webinars-070-inmmno5OVKk,AOSRD_Clearfield,aosrd_webinars_youtube,Small Intestine Bacterial Overgrowth with Dr. Arland Hill 11-Mar-2025 (Video),small intestine bacterial overgrowth with dr arland hill 11 mar 2025 video,aosrd-webinars-070-inmmno5OVKk|ClN5CZe78b8lp6a0nf44-DzCDCo,ClN5CZe78b8lp6a0nf44-DzCDCo,2025-03-11,Research/lectures/clearfield-webinar-2025-03-11,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,inmmno5OVKk,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,pass1_match_class=strong; otter_candidates=1 (unconfirmed)
aosrd-webinars-071-zKxcCQelKT4,AOSRD_Clearfield,aosrd_webinars_youtube,Culinary Oncology with Chef Laura Pole 04-Mar-2025 (Video),culinary oncology with chef laura pole 04 mar 2025 video,aosrd-webinars-071-zKxcCQelKT4|0pIRZSR5hLU8vZNbqCJ9pLpRE9M,0pIRZSR5hLU8vZNbqCJ9pLpRE9M,2025-03-05,Research/lectures/clearfield-webinar-2025-03-05,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,cataloged_external,absent,zKxcCQelKT4,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,pass1_match_class=possible; otter_candidates=1 (unconfirmed)
aosrd-webinars-072-JEF5w29s04Y,AOSRD_Clearfield,aosrd_webinars_youtube,Peptide Deep DiveThymosin Alpha 1 and Thymogen with Stefan Hartmann 19-Feb-2025 (Video),peptide deep divethymosin alpha 1 and thymogen with stefan hartmann 19 feb 2025 video,aosrd-webinars-072-JEF5w29s04Y|lnZUNAyEcVNSN0i3JOEbuJcc15A,lnZUNAyEcVNSN0i3JOEbuJcc15A,2025-02-19,Research/lectures/clearfield-webinar-2025-02-19,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,JEF5w29s04Y,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,pass1_match_class=strong; otter_candidates=1 (unconfirmed)
aosrd-webinars-073-F3lfAz2jf0M,AOSRD_Clearfield,aosrd_webinars_youtube,Uveal Melanoma Research Project with Dr. Evangelica Papasotiriou 05-Feb-2025 (Video),uveal melanoma research project with dr evangelica papasotiriou 05 feb 2025 video,aosrd-webinars-073-F3lfAz2jf0M|JAhRYbDDwDsC4em3dazDKyDw4gM,JAhRYbDDwDsC4em3dazDKyDw4gM,2025-02-05,Research/lectures/clearfield-webinar-2025-02-05,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,F3lfAz2jf0M,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,pass1_match_class=strong; otter_candidates=1 (unconfirmed)
aosrd-webinars-074-0DKMSGQ2wAY,AOSRD_Clearfield,aosrd_webinars_youtube,Poly MVA with Dr. Al Sanchez (Video),poly mva with dr al sanchez video,aosrd-webinars-074-0DKMSGQ2wAY|Ts2MMXvFk3VIGcyQs8K33dvV7lk,Ts2MMXvFk3VIGcyQs8K33dvV7lk,2025-01-29,Research/lectures/clearfield-webinar-2025-01-29,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,0DKMSGQ2wAY,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,pass1_match_class=possible; otter_candidates=1 (unconfirmed)
aosrd-webinars-075-044uvhXbKng,AOSRD_Clearfield,aosrd_webinars_youtube,Chronic Sinusitis and Sinus Inflammation Due to Mold Toxicity with Dr. Donald Dennis (Video),chronic sinusitis and sinus inflammation due to mold toxicity with dr donald dennis video,aosrd-webinars-075-044uvhXbKng|hFcw5MS7FSAuXJGFcnPHqL6j1gM,hFcw5MS7FSAuXJGFcnPHqL6j1gM,2025-01-22,Research/lectures/clearfield-webinar-2025-01-22,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,044uvhXbKng,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,pass1_match_class=possible; otter_candidates=1 (unconfirmed)
aosrd-webinars-076-DOa9N5ODRuU,AOSRD_Clearfield,aosrd_webinars_youtube,Mitochondrial Function in Metabolic Disease w Dr. Greg Nacarelli Jan-14-2025 (Video),mitochondrial function in metabolic disease w dr greg nacarelli jan 14 2025 video,aosrd-webinars-076-DOa9N5ODRuU|uRqtR3sy0qaYlUcYL4_tPVC7Tps,uRqtR3sy0qaYlUcYL4_tPVC7Tps,2025-01-15,Research/lectures/clearfield-webinar-2025-01-15,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,DOa9N5ODRuU,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,pass1_match_class=possible; otter_candidates=1 (unconfirmed)
aosrd-webinars-077-Y4xe9xz-84s,AOSRD_Clearfield,aosrd_webinars_youtube,Mitochondrial Function and Weight Dontrol with Dr. Chris Meletis Jan-7-2025 (Video),mitochondrial function and weight dontrol with dr chris meletis jan 7 2025 video,aosrd-webinars-077-Y4xe9xz-84s|sLBIeA_Jmb8LAaQrgfDavdK3onA|5HPCyqwQxi9QD1of8g-CPHrnFcc,sLBIeA_Jmb8LAaQrgfDavdK3onA;5HPCyqwQxi9QD1of8g-CPHrnFcc,2025-10-28;2025-01-08,Research/lectures/clearfield-webinar-2025-10-28;Research/lectures/clearfield-webinar-2025-01-08,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,Y4xe9xz-84s,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,pass1_match_class=possible; otter_candidates=2 (unconfirmed)
aosrd-webinars-078-UPU3Iy5rir0,AOSRD_Clearfield,aosrd_webinars_youtube,The Nuts and Bolts of Hormone Optimization-Putting It All Together-Part 3 Growth Hormone Thyroid a(Video),the nuts and bolts of hormone optimization putting it all together part 3 growth hormone thyroid a video,aosrd-webinars-078-UPU3Iy5rir0,,,,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,UPU3Iy5rir0,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,pass1_match_class=no_match; otter_candidates=0 (unconfirmed)
aosrd-webinars-079-IcjS_wKZ5bI,AOSRD_Clearfield,aosrd_webinars_youtube,How Hormone Montors are Changing the Way Providers Care for Women with Rosemary Mackenzie – 18-Dec-2024(Video),how hormone montors are changing the way providers care for women with rosemary mackenzie 18 dec 2024 video,aosrd-webinars-079-IcjS_wKZ5bI|teTBikykKpBtvemVFqClxhmIVaQ,teTBikykKpBtvemVFqClxhmIVaQ,2024-12-18,Research/lectures/clearfield-webinar-2024-12-18,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,IcjS_wKZ5bI,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,pass1_match_class=strong; otter_candidates=1 (unconfirmed)
aosrd-webinars-080-zNlsUByAduM,AOSRD_Clearfield,aosrd_webinars_youtube,"Nearly Everything We Know About Soy is Wrong, Myths vs. Facts on Breast Cancer, Thyroid Function, Skin Aging, and CV Health with Dr. Mark Messina – 10-Dec-2024(Video)",nearly everything we know about soy is wrong myths vs facts on breast cancer thyroid function skin aging and cv health with dr mark messina 10 dec 2024 video,aosrd-webinars-080-zNlsUByAduM|Zxy20R1uant_QctiZutXLSt-Q-E|y59a2fEx8UgOiThJHr1w-HcQc1U|l416W8yP4i7dv3Jhd5H2F74zMnU|FbRyr7EkkewAoPTmXbK9DtUiA_Y|TNvBcRwwSnrkWGe2_L3i3lGvYYk,Zxy20R1uant_QctiZutXLSt-Q-E;y59a2fEx8UgOiThJHr1w-HcQc1U;l416W8yP4i7dv3Jhd5H2F74zMnU;FbRyr7EkkewAoPTmXbK9DtUiA_Y;TNvBcRwwSnrkWGe2_L3i3lGvYYk,2025-03-25;2024-08-20;2026-01-21;2024-09-24;2024-12-11,Research/lectures/clearfield-webinar-2025-03-25;Research/lectures/clearfield-webinar-2024-08-20;Research/lectures/clearfield-webinar-2026-01-21;Research/lectures/clearfield-webinar-2024-09-24;Research/lectures/clearfield-webinar-2024-12-11,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,zNlsUByAduM,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,pass1_match_class=possible; otter_candidates=5 (unconfirmed)
aosrd-webinars-081-HkJyig2OR_E,AOSRD_Clearfield,aosrd_webinars_youtube,The Nuts and Bolts of Bioidentical Hormone Optimization-Part 1 (Video),the nuts and bolts of bioidentical hormone optimization part 1 video,aosrd-webinars-081-HkJyig2OR_E,,,,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,HkJyig2OR_E,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,pass1_match_class=no_match; otter_candidates=0 (unconfirmed)
aosrd-webinars-082-UrxfDXzmVuw,AOSRD_Clearfield,aosrd_webinars_youtube,The Nuts and Bolts of Bioidentical Hormone Optimization-Part 2 Hormones-Testoste (Video),the nuts and bolts of bioidentical hormone optimization part 2 hormones testoste video,aosrd-webinars-082-UrxfDXzmVuw,,,,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,UrxfDXzmVuw,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,pass1_match_class=no_match; otter_candidates=0 (unconfirmed)
aosrd-webinars-083-NNfo5k3x2JE,AOSRD_Clearfield,aosrd_webinars_youtube,Twelve Days of Christmas-Twelve Medical Myths We Believed from Pediatrics to Adulthood 3-Dec-2024 (Video),twelve days of christmas twelve medical myths we believed from pediatrics to adulthood 3 dec 2024 video,aosrd-webinars-083-NNfo5k3x2JE,,,,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,NNfo5k3x2JE,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,pass1_match_class=no_match; otter_candidates=0 (unconfirmed)
aosrd-webinars-084-LCKfDsIgPEw,AOSRD_Clearfield,aosrd_webinars_youtube,Enhancing Cognitive Health-Integrative Approaches for Brain Longevity w Dr. Debbie Smrz 26-Nov-2024 (Video),enhancing cognitive health integrative approaches for brain longevity w dr debbie smrz 26 nov 2024 video,aosrd-webinars-084-LCKfDsIgPEw|vjcply7K-rJtWMYGKgD39abIq9E,vjcply7K-rJtWMYGKgD39abIq9E,2024-11-27,Research/lectures/clearfield-webinar-2024-11-27,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,LCKfDsIgPEw,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,pass1_match_class=strong; otter_candidates=1 (unconfirmed)
aosrd-webinars-085-VvqxDr3PUwQ,AOSRD_Clearfield,aosrd_webinars_youtube,Hormone Optimization for Men with Dr. William Clearfield 26-Nov-2024 (Video),hormone optimization for men with dr william clearfield 26 nov 2024 video,aosrd-webinars-085-VvqxDr3PUwQ|zlsEo9I_-f-RI9YXiSfAueScYNM|aKanCqrE_LN8_fUCcz8yCi5pTLg,zlsEo9I_-f-RI9YXiSfAueScYNM;aKanCqrE_LN8_fUCcz8yCi5pTLg,2025-09-23;2025-11-05,Research/lectures/clearfield-webinar-2025-09-23;Research/lectures/clearfield-webinar-2025-11-05,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,VvqxDr3PUwQ,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,pass1_match_class=possible; otter_candidates=2 (unconfirmed)
aosrd-webinars-086-3F5eDzS7HqI,AOSRD_Clearfield,aosrd_webinars_youtube,Personalized Age Management Using Longevity Biomarkers with Dr. Jin-Xiong 19-Nov-2024 (Video),personalized age management using longevity biomarkers with dr jin xiong 19 nov 2024 video,aosrd-webinars-086-3F5eDzS7HqI|qwUT3cyV7gYvn34XQtrA84mAbiI,qwUT3cyV7gYvn34XQtrA84mAbiI,2024-11-20,Research/lectures/clearfield-webinar-2024-11-20,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,3F5eDzS7HqI,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,pass1_match_class=possible; otter_candidates=1 (unconfirmed)
aosrd-webinars-087-5ItUoUUJvsg,AOSRD_Clearfield,aosrd_webinars_youtube,"Longevity Project-mTOR, Autophagy, and the Promise of Rapamycin with Dr. Bill Clearfield 5-Nov-2024 (Video)",longevity project mtor autophagy and the promise of rapamycin with dr bill clearfield 5 nov 2024 video,aosrd-webinars-087-5ItUoUUJvsg|qwUT3cyV7gYvn34XQtrA84mAbiI,qwUT3cyV7gYvn34XQtrA84mAbiI,2024-11-20,Research/lectures/clearfield-webinar-2024-11-20,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,5ItUoUUJvsg,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,pass1_match_class=possible; otter_candidates=1 (unconfirmed)
aosrd-webinars-088-dMzAToPWgfw,AOSRD_Clearfield,aosrd_webinars_youtube,Diversity in the Microbiome with Dr. Piper Dobner Oct-2024 (Video),diversity in the microbiome with dr piper dobner oct 2024 video,aosrd-webinars-088-dMzAToPWgfw|zXf2JR4NKM7KxvOGrUxYJnH-ld8|W7XqKXZ-lIxJJAd2BNF0czu408k,zXf2JR4NKM7KxvOGrUxYJnH-ld8;W7XqKXZ-lIxJJAd2BNF0czu408k,2025-12-31;2026-04-21,Research/lectures/clearfield-webinar-2025-12-31;Research/lectures/clearfield-webinar-2026-04-21,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,dMzAToPWgfw,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,pass1_match_class=possible; otter_candidates=2 (unconfirmed)
aosrd-webinars-089-YGd1siNfdVc,AOSRD_Clearfield,aosrd_webinars_youtube,EMF and Depletion of Nitric Oxide with Beth Shirley 8-Oct-2024 (Video),emf and depletion of nitric oxide with beth shirley 8 oct 2024 video,aosrd-webinars-089-YGd1siNfdVc|EqC6yd4bQDKMl2mpzPURPZu-_Pc|FbRyr7EkkewAoPTmXbK9DtUiA_Y,EqC6yd4bQDKMl2mpzPURPZu-_Pc;FbRyr7EkkewAoPTmXbK9DtUiA_Y,2024-10-08;2024-09-24,Research/lectures/clearfield-webinar-2024-10-08;Research/lectures/clearfield-webinar-2024-09-24,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,cataloged_external,absent,YGd1siNfdVc,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,"pass1_match_class=possible,strong; otter_candidates=2 (unconfirmed)"
aosrd-webinars-090-upIlResYnYM,AOSRD_Clearfield,aosrd_webinars_youtube,Optimal Hormones for Optimal Metabolism Function with Dr. Felice Gersh 1-Oct-2024 (Video),optimal hormones for optimal metabolism function with dr felice gersh 1 oct 2024 video,aosrd-webinars-090-upIlResYnYM|OL_Ukp1RYjVvnjsMHnF2eXCXDC8,OL_Ukp1RYjVvnjsMHnF2eXCXDC8,2024-10-01,Research/lectures/clearfield-webinar-2024-10-01,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,upIlResYnYM,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,pass1_match_class=strong; otter_candidates=1 (unconfirmed)
aosrd-webinars-091-EC0ajS7U0yQ,AOSRD_Clearfield,aosrd_webinars_youtube,Drug Induced Nutrient Depletion with Dr. Harlan Bieley 24-Sep-2024 (Video),drug induced nutrient depletion with dr harlan bieley 24 sep 2024 video,aosrd-webinars-091-EC0ajS7U0yQ|FbRyr7EkkewAoPTmXbK9DtUiA_Y,FbRyr7EkkewAoPTmXbK9DtUiA_Y,2024-09-24,Research/lectures/clearfield-webinar-2024-09-24,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,cataloged_external,absent,EC0ajS7U0yQ,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,pass1_match_class=strong; otter_candidates=1 (unconfirmed)
aosrd-webinars-092-no_id,AOSRD_Clearfield,aosrd_webinars_vimeo,The Evolving Cannabis Space: From Medical Research and Education to Decriminalization and Regulations with Dr. Jeffrey Block Sep-2024 (Video),the evolving cannabis space from medical research and education to decriminalization and regulations with dr jeffrey block sep 2024 video,aosrd-webinars-092-no_id,,,,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,,absent,absent,cataloged_external,absent,absent,absent,cataloged_external,source_only,
aosrd-webinars-093-asNZdMRFj4k,AOSRD_Clearfield,aosrd_webinars_youtube,"Case Histories-Stroke Recovery and Ulcerative Colitis-Treating the Person, Not the Disease 10-Sep-2024 (Video)",case histories stroke recovery and ulcerative colitis treating the person not the disease 10 sep 2024 video,aosrd-webinars-093-asNZdMRFj4k|dliX4LcIPRKy-7vE3xcjJ4TlkiI,dliX4LcIPRKy-7vE3xcjJ4TlkiI,2024-09-10,Research/lectures/clearfield-webinar-2024-09-10,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,asNZdMRFj4k,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,pass1_match_class=strong; otter_candidates=1 (unconfirmed)
aosrd-webinars-094-vryHjbho0Os,AOSRD_Clearfield,aosrd_webinars_youtube,Homeopathic Weight Loss Secrets with Heather Hallis 3-Sep-2024 (Video),homeopathic weight loss secrets with heather hallis 3 sep 2024 video,aosrd-webinars-094-vryHjbho0Os|lad4QB8n10SgLwRq48hmZvwDQ2U|y59a2fEx8UgOiThJHr1w-HcQc1U,lad4QB8n10SgLwRq48hmZvwDQ2U;y59a2fEx8UgOiThJHr1w-HcQc1U,2024-09-03;2024-08-20,Research/lectures/clearfield-webinar-2024-09-03;Research/lectures/clearfield-webinar-2024-08-20,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,vryHjbho0Os,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,"pass1_match_class=possible,strong; otter_candidates=2 (unconfirmed)"
aosrd-webinars-095-DiZKcMJiLs8,AOSRD_Clearfield,aosrd_webinars_youtube,Pushing the Limits-From Ultra-Endurance to Revolutionary Patient Care with Lisa Tamati 27-Aug-2024 (Video),pushing the limits from ultra endurance to revolutionary patient care with lisa tamati 27 aug 2024 video,aosrd-webinars-095-DiZKcMJiLs8|pw9yXaKVUW0ETXgSRTRBaLEzqQc|4qg44PRw27Y2Jbzl7MXMYCX0HuI|y59a2fEx8UgOiThJHr1w-HcQc1U|wcHy9pPXoWy5S62-GJbpasQtw2o,pw9yXaKVUW0ETXgSRTRBaLEzqQc;4qg44PRw27Y2Jbzl7MXMYCX0HuI;y59a2fEx8UgOiThJHr1w-HcQc1U;wcHy9pPXoWy5S62-GJbpasQtw2o,2024-08-27;2025-04-15;2024-08-20;2025-02-12,Research/lectures/clearfield-webinar-2024-08-27;Research/lectures/clearfield-webinar-2025-04-15;Research/lectures/clearfield-webinar-2024-08-20;Research/lectures/clearfield-webinar-2025-02-12,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,cataloged_external,absent,DiZKcMJiLs8,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,"pass1_match_class=possible,strong; otter_candidates=4 (unconfirmed)"
aosrd-webinars-096-3m1kSqjO3yI,AOSRD_Clearfield,aosrd_webinars_youtube,Cancer Treatment Induced Bone Loss with Dr. John Neustadt 21-Aug-2024 (Video),cancer treatment induced bone loss with dr john neustadt 21 aug 2024 video,aosrd-webinars-096-3m1kSqjO3yI|y59a2fEx8UgOiThJHr1w-HcQc1U,y59a2fEx8UgOiThJHr1w-HcQc1U,2024-08-20,Research/lectures/clearfield-webinar-2024-08-20,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,false,absent,absent,absent,absent,absent,absent,absent,present_local,absent,absent,3m1kSqjO3yI,cataloged_external,absent,absent,absent,absent,absent,cataloged_external,source_only,pass1_match_class=strong; otter_candidates=1 (unconfirmed)
