record_id,ecosystem,source,original_title,normalized_title,pass1_reference,pass1_match_class,otter_id,otter_date,packet_dir,external_representation_type,external_url,local_representation_already_present,novelty_score,identity_confidence,evidence_gain_score,processing_effort,duplication_risk,downstream_utility,preservation_value,acquisition_cost_class,information_gain_effort,acquisition_decision,acquisition_rationale,what_this_could_add,what_we_already_have,blocking_condition,notes
aosrd-webinars-153-xF0qI-tdmWo,AOSRD_Clearfield,aosrd_webinars_youtube,"Another View of the Endocannabinoid System with Dr. Robert Quinn – Oct 24, 2023 (Video)",another view of the endocannabinoid system with dr robert quinn oct 24 2023 video,aosrd-webinars-153-xF0qI-tdmWo,possible,tAtmhIMa7fmRXEWqsjZP4Gl7vkM,2025-02-26,Research/lectures/clearfield-webinar-2025-02-26,AOSRD_PDF,https://aosrd.org/another-view-of-the-endocannabinoid-system-with-dr-robert-quinn/,yes,2,low,2,low,medium,medium,medium,low,moderate,CONDITIONAL_ACQUIRE,Pass 1 relationship is possible only. PDF is a low-cost artifact that could help resolve identity against Otter candidates and/or add slides if the match is later confirmed. Acquire only as an identity-resolution / enrichment step — not as confirmed new knowledge.,Identity-resolution evidence plus possible visual/source material.,tAtmhIMa7fmRXEWqsjZP4Gl7vkM:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,purpose=identity_resolution; confirm human intent before acquire; do not treat as confirmed same-session until reviewed,pdf_role=identity_resolution_candidate; pass3_pdf_availability=available_external; pass1_rel=possible_existing_session_representation
aosrd-webinars-153-xF0qI-tdmWo,AOSRD_Clearfield,aosrd_webinars_youtube,"Another View of the Endocannabinoid System with Dr. Robert Quinn – Oct 24, 2023 (Video)",another view of the endocannabinoid system with dr robert quinn oct 24 2023 video,aosrd-webinars-153-xF0qI-tdmWo,possible,tAtmhIMa7fmRXEWqsjZP4Gl7vkM,2025-02-26,Research/lectures/clearfield-webinar-2025-02-26,YouTube_video,https://youtu.be/xF0qI-tdmWo,yes,1,low,1,very_high,high,low,low,high,poor,DEFER_IDENTITY_UNRESOLVED,Pass 1 match is only possible. Video acquisition/processing is expensive and captions are unverified. Resolve identity first; preferably via the low-cost companion PDF before considering video.,Unclear until identity is resolved; may largely duplicate Otter text.,tAtmhIMa7fmRXEWqsjZP4Gl7vkM:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,resolve_identity_before_video_acquisition; prefer_PDF_first,pass3_availability=available_external; captions=not_checked; has_pdf_also=True
aosrd-webinars-154-S62qYOwRkRs,AOSRD_Clearfield,aosrd_webinars_youtube,"From Marijuana to Mushroom-Are Plants and Fungi ‘Natural’ with Dr. Jeffrey Bock – Oct 17, 2023 (Video)",from marijuana to mushroom are plants and fungi natural with dr jeffrey bock oct 17 2023 video,aosrd-webinars-154-S62qYOwRkRs,no_match,,,,AOSRD_PDF,https://aosrd.org/from-marijuana-to-mushroom-are-plants-and-fungi-natural-with-dr-jeffrey-bock/,no,4,unresolved,3,low,low,medium,medium,low,exceptional,ACQUIRE_CANDIDATE,AOSRD PDF is externally available and Pass 1 found no reasonable Otter candidate (potentially_new_session — not a confirmed new lecture). Low-cost text/visual source that could add a session representation absent from the current 98-session Otter corpus.,PDF lecture notes/slides/figures/references for a source without an Otter packet match.,catalog_record_and_URL_only,,pdf_role=potentially_new_source; pass3_pdf_availability=available_external; pass1_rel=potentially_new_session
aosrd-webinars-154-S62qYOwRkRs,AOSRD_Clearfield,aosrd_webinars_youtube,"From Marijuana to Mushroom-Are Plants and Fungi ‘Natural’ with Dr. Jeffrey Bock – Oct 17, 2023 (Video)",from marijuana to mushroom are plants and fungi natural with dr jeffrey bock oct 17 2023 video,aosrd-webinars-154-S62qYOwRkRs,no_match,,,,YouTube_video,https://youtu.be/S62qYOwRkRs,no,2,unresolved,2,very_high,low,medium,low,very_high,weak,DEFER_EXPENSIVE_VIDEO,Pass 1 has no Otter candidate (potentially_new_session — not confirmed new). A companion AOSRD PDF is externally available and is the preferable low-cost text/visual acquisition path. Video captions are unverified; defer expensive video unless a later authorized pass shows a specific AV-only gap after PDF review.,Possibly a session absent from Otter — but only after expensive AV processing with unverified captions.,catalog_and_external_URL;+external_PDF_candidate,verify_captions_or_prefer_PDF_before_any_video_acquire; not_a_confirmed_new_lecture,pass3_availability=available_external; captions=not_checked; has_pdf_also=True; pot=potentially_new_session
aosrd-webinars-155-acTTjJWf9rk,AOSRD_Clearfield,aosrd_webinars_youtube,"Intermittent Fasting, Stimulating Brown Fat, and Weight Management with Dr Franco Calaveri – Oct 10, 2023 (Video)",intermittent fasting stimulating brown fat and weight management with dr franco calaveri oct 10 2023 video,aosrd-webinars-155-acTTjJWf9rk,no_match,,,,AOSRD_PDF,https://aosrd.org/intermittent-fasting-stimulating-brown-fat-and-weight-management-with-dr-francisco-calaveri/,no,4,unresolved,3,low,low,medium,medium,low,exceptional,ACQUIRE_CANDIDATE,AOSRD PDF is externally available and Pass 1 found no reasonable Otter candidate (potentially_new_session — not a confirmed new lecture). Low-cost text/visual source that could add a session representation absent from the current 98-session Otter corpus.,PDF lecture notes/slides/figures/references for a source without an Otter packet match.,catalog_record_and_URL_only,,pdf_role=potentially_new_source; pass3_pdf_availability=available_external; pass1_rel=potentially_new_session
aosrd-webinars-155-acTTjJWf9rk,AOSRD_Clearfield,aosrd_webinars_youtube,"Intermittent Fasting, Stimulating Brown Fat, and Weight Management with Dr Franco Calaveri – Oct 10, 2023 (Video)",intermittent fasting stimulating brown fat and weight management with dr franco calaveri oct 10 2023 video,aosrd-webinars-155-acTTjJWf9rk,no_match,,,,YouTube_video,https://youtu.be/acTTjJWf9rk,no,2,unresolved,2,very_high,low,medium,low,very_high,weak,DEFER_EXPENSIVE_VIDEO,Pass 1 has no Otter candidate (potentially_new_session — not confirmed new). A companion AOSRD PDF is externally available and is the preferable low-cost text/visual acquisition path. Video captions are unverified; defer expensive video unless a later authorized pass shows a specific AV-only gap after PDF review.,Possibly a session absent from Otter — but only after expensive AV processing with unverified captions.,catalog_and_external_URL;+external_PDF_candidate,verify_captions_or_prefer_PDF_before_any_video_acquire; not_a_confirmed_new_lecture,pass3_availability=available_external; captions=not_checked; has_pdf_also=True; pot=potentially_new_session
aosrd-webinars-156-rNvF48yMEag,AOSRD_Clearfield,aosrd_webinars_youtube,"How to Choose the Best Stem Cell Sources for Your Practice with Dr. Joy Kong – Oct 3, 2023 (Video)",how to choose the best stem cell sources for your practice with dr joy kong oct 3 2023 video,aosrd-webinars-156-rNvF48yMEag,no_match,,,,AOSRD_PDF,https://aosrd.org/how-to-choose-the-best-stem-cell-sources-for-your-practice-with-dr-joy-kong/,no,4,unresolved,3,low,low,medium,medium,low,exceptional,ACQUIRE_CANDIDATE,AOSRD PDF is externally available and Pass 1 found no reasonable Otter candidate (potentially_new_session — not a confirmed new lecture). Low-cost text/visual source that could add a session representation absent from the current 98-session Otter corpus.,PDF lecture notes/slides/figures/references for a source without an Otter packet match.,catalog_record_and_URL_only,,pdf_role=potentially_new_source; pass3_pdf_availability=available_external; pass1_rel=potentially_new_session
aosrd-webinars-156-rNvF48yMEag,AOSRD_Clearfield,aosrd_webinars_youtube,"How to Choose the Best Stem Cell Sources for Your Practice with Dr. Joy Kong – Oct 3, 2023 (Video)",how to choose the best stem cell sources for your practice with dr joy kong oct 3 2023 video,aosrd-webinars-156-rNvF48yMEag,no_match,,,,YouTube_video,https://youtu.be/rNvF48yMEag,no,2,unresolved,2,very_high,low,medium,low,very_high,weak,DEFER_EXPENSIVE_VIDEO,Pass 1 has no Otter candidate (potentially_new_session — not confirmed new). A companion AOSRD PDF is externally available and is the preferable low-cost text/visual acquisition path. Video captions are unverified; defer expensive video unless a later authorized pass shows a specific AV-only gap after PDF review.,Possibly a session absent from Otter — but only after expensive AV processing with unverified captions.,catalog_and_external_URL;+external_PDF_candidate,verify_captions_or_prefer_PDF_before_any_video_acquire; not_a_confirmed_new_lecture,pass3_availability=available_external; captions=not_checked; has_pdf_also=True; pot=potentially_new_session
aosrd-webinars-157-LEyWVCGO5D4,AOSRD_Clearfield,aosrd_webinars_youtube,"Endocrinology of TBI-Part 2 with Dr. Willliam Clearfield – Sept 26, 2023 (Video)",endocrinology of tbi part 2 with dr willliam clearfield sept 26 2023 video,aosrd-webinars-157-LEyWVCGO5D4,no_match,,,,YouTube_video,https://youtu.be/LEyWVCGO5D4,no,3,unresolved,2,very_high,low,medium,medium,very_high,poor,DEFER_EXPENSIVE_VIDEO,"Potentially new session relative to Otter corpus (Pass 1 no_match — not confirmed new), but representation is video-only with captions/transcript status not_checked. Acquisition would likely require download + transcription (very high effort) without a verified text route. Defer until caption availability can be verified without downloading, or until a cheaper text representation is found.",Possibly a session absent from Otter — but only after expensive AV processing with unverified captions.,catalog_and_external_URL,verify_captions_or_prefer_PDF_before_any_video_acquire; not_a_confirmed_new_lecture,pass3_availability=available_external; captions=not_checked; has_pdf_also=False; pot=potentially_new_session
aosrd-webinars-158-BcMb7ZimIEo,AOSRD_Clearfield,aosrd_webinars_youtube,"Ivermectin Feeds Bifidobacterium to Boost Immumity with Dr. Salaheldin Halasa – Sept 19, 2023 (Video)",ivermectin feeds bifidobacterium to boost immumity with dr salaheldin halasa sept 19 2023 video,aosrd-webinars-158-BcMb7ZimIEo,possible,b2H7gyjRNmbN0l62XtCzeLPovDE;xg4V_A-L8_Ob1jKGBewDTtKzOWg,2025-06-24;2024-08-13,Research/lectures/clearfield-webinar-2025-06-24;Research/lectures/clearfield-webinar-2024-08-13,AOSRD_PDF,https://aosrd.org/ivermectin-feeds-bifidobactedium-to-boost-immunity/,yes,2,low,2,low,medium,medium,medium,low,moderate,CONDITIONAL_ACQUIRE,Pass 1 relationship is possible only. PDF is a low-cost artifact that could help resolve identity against Otter candidates and/or add slides if the match is later confirmed. Acquire only as an identity-resolution / enrichment step — not as confirmed new knowledge.,Identity-resolution evidence plus possible visual/source material.,b2H7gyjRNmbN0l62XtCzeLPovDE:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere; xg4V_A-L8_Ob1jKGBewDTtKzOWg:otter_transcript+otter_summary+mednote_stack+pathway,purpose=identity_resolution; confirm human intent before acquire; do not treat as confirmed same-session until reviewed,pdf_role=identity_resolution_candidate; pass3_pdf_availability=available_external; pass1_rel=possible_existing_session_representation
aosrd-webinars-158-BcMb7ZimIEo,AOSRD_Clearfield,aosrd_webinars_youtube,"Ivermectin Feeds Bifidobacterium to Boost Immumity with Dr. Salaheldin Halasa – Sept 19, 2023 (Video)",ivermectin feeds bifidobacterium to boost immumity with dr salaheldin halasa sept 19 2023 video,aosrd-webinars-158-BcMb7ZimIEo,possible,b2H7gyjRNmbN0l62XtCzeLPovDE;xg4V_A-L8_Ob1jKGBewDTtKzOWg,2025-06-24;2024-08-13,Research/lectures/clearfield-webinar-2025-06-24;Research/lectures/clearfield-webinar-2024-08-13,YouTube_video,https://youtu.be/BcMb7ZimIEo,yes,1,low,1,very_high,high,low,low,high,poor,DEFER_IDENTITY_UNRESOLVED,Pass 1 match is only possible. Video acquisition/processing is expensive and captions are unverified. Resolve identity first; preferably via the low-cost companion PDF before considering video.,Unclear until identity is resolved; may largely duplicate Otter text.,b2H7gyjRNmbN0l62XtCzeLPovDE:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere; xg4V_A-L8_Ob1jKGBewDTtKzOWg:otter_transcript+otter_summary+mednote_stack+pathway,resolve_identity_before_video_acquisition; prefer_PDF_first,pass3_availability=available_external; captions=not_checked; has_pdf_also=True
aosrd-webinars-159-5DmzZRupogw,AOSRD_Clearfield,aosrd_webinars_youtube,"Unlocking the Power of the Mind-Body Connection with Dr. Emmett Miller – Sept 12, 2023 (Video)",unlocking the power of the mind body connection with dr emmett miller sept 12 2023 video,aosrd-webinars-159-5DmzZRupogw,no_match,,,,AOSRD_PDF,https://aosrd.org/unlocking-the-power-of-the-mind-body-connection-with-dr-emmett-miller/,no,4,unresolved,3,low,low,medium,medium,low,exceptional,ACQUIRE_CANDIDATE,AOSRD PDF is externally available and Pass 1 found no reasonable Otter candidate (potentially_new_session — not a confirmed new lecture). Low-cost text/visual source that could add a session representation absent from the current 98-session Otter corpus.,PDF lecture notes/slides/figures/references for a source without an Otter packet match.,catalog_record_and_URL_only,,pdf_role=potentially_new_source; pass3_pdf_availability=available_external; pass1_rel=potentially_new_session
aosrd-webinars-159-5DmzZRupogw,AOSRD_Clearfield,aosrd_webinars_youtube,"Unlocking the Power of the Mind-Body Connection with Dr. Emmett Miller – Sept 12, 2023 (Video)",unlocking the power of the mind body connection with dr emmett miller sept 12 2023 video,aosrd-webinars-159-5DmzZRupogw,no_match,,,,YouTube_video,https://youtu.be/5DmzZRupogw,no,2,unresolved,2,very_high,low,medium,low,very_high,weak,DEFER_EXPENSIVE_VIDEO,Pass 1 has no Otter candidate (potentially_new_session — not confirmed new). A companion AOSRD PDF is externally available and is the preferable low-cost text/visual acquisition path. Video captions are unverified; defer expensive video unless a later authorized pass shows a specific AV-only gap after PDF review.,Possibly a session absent from Otter — but only after expensive AV processing with unverified captions.,catalog_and_external_URL;+external_PDF_candidate,verify_captions_or_prefer_PDF_before_any_video_acquire; not_a_confirmed_new_lecture,pass3_availability=available_external; captions=not_checked; has_pdf_also=True; pot=potentially_new_session
aosrd-webinars-160-gtoydOZzvx4,AOSRD_Clearfield,aosrd_webinars_youtube,"Introduction to Intravenous Therapy with Dr. Melvin Nario – Sept 5, 2023 (Video)",introduction to intravenous therapy with dr melvin nario sept 5 2023 video,aosrd-webinars-160-gtoydOZzvx4,possible,OL_Ukp1RYjVvnjsMHnF2eXCXDC8;VwrSvok1RCW2X3iJ_Kwbd8JK6k8;LvCEhutJR34KphFeXcFdbBQ3PZE;HY-sCmihzh3EJ69WWVwlTT0Ri6s;jZM7WB_BG5YwNdBn2EQBHQM-aNc,2024-10-01;2025-11-12;2025-08-26;2025-11-26;2025-04-01,Research/lectures/clearfield-webinar-2024-10-01;Research/lectures/clearfield-webinar-2025-11-12;Research/lectures/clearfield-webinar-2025-08-26;Research/lectures/clearfield-webinar-2025-11-26;Research/lectures/clearfield-webinar-2025-04-01,YouTube_video,https://youtu.be/gtoydOZzvx4,yes,1,low,1,very_high,high,low,low,high,poor,DEFER_IDENTITY_UNRESOLVED,Pass 1 match is only possible. Video acquisition/processing is expensive and captions are unverified. Resolve identity first before considering video.,Unclear until identity is resolved; may largely duplicate Otter text.,OL_Ukp1RYjVvnjsMHnF2eXCXDC8:otter_transcript+otter_summary+mednote_stack; VwrSvok1RCW2X3iJ_Kwbd8JK6k8:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere; LvCEhutJR34KphFeXcFdbBQ3PZE:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere; HY-sCmihzh3EJ69WWVwlTT0Ri6s:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere; jZM7WB_BG5YwNdBn2EQBHQM-aNc:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,resolve_identity_before_video_acquisition,pass3_availability=available_external; captions=not_checked; has_pdf_also=False
aosrd-webinars-161-AIJueOlg1II,AOSRD_Clearfield,aosrd_webinars_youtube,"Fundamentals of Functional Medical Testing-Cell Science Systems with Amy Pieczarka RD – Aug 29, 2023 (Video)",fundamentals of functional medical testing cell science systems with amy pieczarka rd aug 29 2023 video,aosrd-webinars-161-AIJueOlg1II,no_match,,,,YouTube_video,https://youtu.be/AIJueOlg1II,no,3,unresolved,2,very_high,low,medium,medium,very_high,poor,DEFER_EXPENSIVE_VIDEO,"Potentially new session relative to Otter corpus (Pass 1 no_match — not confirmed new), but representation is video-only with captions/transcript status not_checked. Acquisition would likely require download + transcription (very high effort) without a verified text route. Defer until caption availability can be verified without downloading, or until a cheaper text representation is found.",Possibly a session absent from Otter — but only after expensive AV processing with unverified captions.,catalog_and_external_URL,verify_captions_or_prefer_PDF_before_any_video_acquire; not_a_confirmed_new_lecture,pass3_availability=available_external; captions=not_checked; has_pdf_also=False; pot=potentially_new_session
aosrd-webinars-162-gS3mWVj_if4,AOSRD_Clearfield,aosrd_webinars_youtube,"Prostate Community Trial Part 2 w Dr. KAthleen T. Ruddy and Stefan Hartmann PA-C – Aug 22, 2023 (Video)",prostate community trial part 2 w dr kathleen t ruddy and stefan hartmann pa c aug 22 2023 video,aosrd-webinars-162-gS3mWVj_if4,no_match,,,,YouTube_video,https://youtu.be/gS3mWVj_if4,no,3,unresolved,2,very_high,low,medium,medium,very_high,poor,DEFER_EXPENSIVE_VIDEO,"Potentially new session relative to Otter corpus (Pass 1 no_match — not confirmed new), but representation is video-only with captions/transcript status not_checked. Acquisition would likely require download + transcription (very high effort) without a verified text route. Defer until caption availability can be verified without downloading, or until a cheaper text representation is found.",Possibly a session absent from Otter — but only after expensive AV processing with unverified captions.,catalog_and_external_URL,verify_captions_or_prefer_PDF_before_any_video_acquire; not_a_confirmed_new_lecture,pass3_availability=available_external; captions=not_checked; has_pdf_also=False; pot=potentially_new_session
aosrd-webinars-163--JGUhnhLGrQ,AOSRD_Clearfield,aosrd_webinars_youtube,"Nutritional Excellence-The Kohana Approach to Optimal Health with Dr Rober Quinn – Aug 15, 2023 (Video)",nutritional excellence the kohana approach to optimal health with dr rober quinn aug 15 2023 video,aosrd-webinars-163--JGUhnhLGrQ,possible,CQdkPoyCm_xx7nnZ2b80AClK8TM,2025-10-07,Research/lectures/clearfield-webinar-2025-10-07,AOSRD_PDF,https://aosrd.org/nutritional-excellence-the-kohana-approach-to-optimal-health-with-dr-rober-quinn/,yes,2,low,2,low,medium,medium,medium,low,moderate,CONDITIONAL_ACQUIRE,Pass 1 relationship is possible only. PDF is a low-cost artifact that could help resolve identity against Otter candidates and/or add slides if the match is later confirmed. Acquire only as an identity-resolution / enrichment step — not as confirmed new knowledge.,Identity-resolution evidence plus possible visual/source material.,CQdkPoyCm_xx7nnZ2b80AClK8TM:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,purpose=identity_resolution; confirm human intent before acquire; do not treat as confirmed same-session until reviewed,pdf_role=identity_resolution_candidate; pass3_pdf_availability=available_external; pass1_rel=possible_existing_session_representation
aosrd-webinars-163--JGUhnhLGrQ,AOSRD_Clearfield,aosrd_webinars_youtube,"Nutritional Excellence-The Kohana Approach to Optimal Health with Dr Rober Quinn – Aug 15, 2023 (Video)",nutritional excellence the kohana approach to optimal health with dr rober quinn aug 15 2023 video,aosrd-webinars-163--JGUhnhLGrQ,possible,CQdkPoyCm_xx7nnZ2b80AClK8TM,2025-10-07,Research/lectures/clearfield-webinar-2025-10-07,YouTube_video,https://youtu.be/-JGUhnhLGrQ,yes,1,low,1,very_high,high,low,low,high,poor,DEFER_IDENTITY_UNRESOLVED,Pass 1 match is only possible. Video acquisition/processing is expensive and captions are unverified. Resolve identity first; preferably via the low-cost companion PDF before considering video.,Unclear until identity is resolved; may largely duplicate Otter text.,CQdkPoyCm_xx7nnZ2b80AClK8TM:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,resolve_identity_before_video_acquisition; prefer_PDF_first,pass3_availability=available_external; captions=not_checked; has_pdf_also=True
aosrd-webinars-164-33dvEh94Xcc,AOSRD_Clearfield,aosrd_webinars_youtube,"Fascia Decompression for You, Your Patients and Your Fur Family – Aug 8, 2023 (Video)",fascia decompression for you your patients and your fur family aug 8 2023 video,aosrd-webinars-164-33dvEh94Xcc,no_match,,,,YouTube_video,https://youtu.be/33dvEh94Xcc,no,3,unresolved,2,very_high,low,medium,medium,very_high,poor,DEFER_EXPENSIVE_VIDEO,"Potentially new session relative to Otter corpus (Pass 1 no_match — not confirmed new), but representation is video-only with captions/transcript status not_checked. Acquisition would likely require download + transcription (very high effort) without a verified text route. Defer until caption availability can be verified without downloading, or until a cheaper text representation is found.",Possibly a session absent from Otter — but only after expensive AV processing with unverified captions.,catalog_and_external_URL,verify_captions_or_prefer_PDF_before_any_video_acquire; not_a_confirmed_new_lecture,pass3_availability=available_external; captions=not_checked; has_pdf_also=False; pot=potentially_new_session
aosrd-webinars-165-bZZJFrrvTcg,AOSRD_Clearfield,aosrd_webinars_youtube,"Estrogen Metabolism and Detoxification with Dr. MElvin Nario – Aug 1, 2023 (Video)",estrogen metabolism and detoxification with dr melvin nario aug 1 2023 video,aosrd-webinars-165-bZZJFrrvTcg,possible,iFe-Jl__wpKT9UKu7NZMWLiMJ5w;CQjlfnZLZ-CY25UUEq35pSQ0lug;v3Md09l1C_mz3hrDPWngln5SYQw,2026-03-31;2025-12-24;2025-09-09,Research/lectures/clearfield-webinar-2026-03-31;Research/lectures/clearfield-webinar-2025-12-24;Research/lectures/clearfield-webinar-2025-09-09,YouTube_video,https://youtu.be/bZZJFrrvTcg,yes,1,low,1,very_high,high,low,low,high,poor,DEFER_IDENTITY_UNRESOLVED,Pass 1 match is only possible. Video acquisition/processing is expensive and captions are unverified. Resolve identity first before considering video.,Unclear until identity is resolved; may largely duplicate Otter text.,iFe-Jl__wpKT9UKu7NZMWLiMJ5w:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere; CQjlfnZLZ-CY25UUEq35pSQ0lug:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere; v3Md09l1C_mz3hrDPWngln5SYQw:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,resolve_identity_before_video_acquisition,pass3_availability=available_external; captions=not_checked; has_pdf_also=False
aosrd-webinars-166-RM39JRpthTg,AOSRD_Clearfield,aosrd_webinars_youtube,"Pharmacology of Key Emerging Therapies in Chronic DIseases with Dr Mike Boehmer – July 25, 2023 (Video)",pharmacology of key emerging therapies in chronic diseases with dr mike boehmer july 25 2023 video,aosrd-webinars-166-RM39JRpthTg,no_match,,,,AOSRD_PDF,https://aosrd.org/wp-content/uploads/2023/07/Pharmacology-of-Emerging-Therapies-in-Chronic-Disease-Management-2023.pdf,no,4,unresolved,3,low,low,medium,medium,low,exceptional,ACQUIRE_CANDIDATE,AOSRD PDF is externally available and Pass 1 found no reasonable Otter candidate (potentially_new_session — not a confirmed new lecture). Low-cost text/visual source that could add a session representation absent from the current 98-session Otter corpus.,PDF lecture notes/slides/figures/references for a source without an Otter packet match.,catalog_record_and_URL_only,,pdf_role=potentially_new_source; pass3_pdf_availability=available_external; pass1_rel=potentially_new_session
aosrd-webinars-166-RM39JRpthTg,AOSRD_Clearfield,aosrd_webinars_youtube,"Pharmacology of Key Emerging Therapies in Chronic DIseases with Dr Mike Boehmer – July 25, 2023 (Video)",pharmacology of key emerging therapies in chronic diseases with dr mike boehmer july 25 2023 video,aosrd-webinars-166-RM39JRpthTg,no_match,,,,YouTube_video,https://youtu.be/RM39JRpthTg,no,2,unresolved,2,very_high,low,medium,low,very_high,weak,DEFER_EXPENSIVE_VIDEO,Pass 1 has no Otter candidate (potentially_new_session — not confirmed new). A companion AOSRD PDF is externally available and is the preferable low-cost text/visual acquisition path. Video captions are unverified; defer expensive video unless a later authorized pass shows a specific AV-only gap after PDF review.,Possibly a session absent from Otter — but only after expensive AV processing with unverified captions.,catalog_and_external_URL;+external_PDF_candidate,verify_captions_or_prefer_PDF_before_any_video_acquire; not_a_confirmed_new_lecture,pass3_availability=available_external; captions=not_checked; has_pdf_also=True; pot=potentially_new_session
aosrd-webinars-167-hsbW2KUdJkI,AOSRD_Clearfield,aosrd_webinars_youtube,Early Viral Treatment Post Pandemic Clinical Applications Roundtable (Video),early viral treatment post pandemic clinical applications roundtable video,aosrd-webinars-167-hsbW2KUdJkI,no_match,,,,YouTube_video,https://youtu.be/hsbW2KUdJkI,no,3,unresolved,2,very_high,low,medium,medium,very_high,poor,DEFER_EXPENSIVE_VIDEO,"Potentially new session relative to Otter corpus (Pass 1 no_match — not confirmed new), but representation is video-only with captions/transcript status not_checked. Acquisition would likely require download + transcription (very high effort) without a verified text route. Defer until caption availability can be verified without downloading, or until a cheaper text representation is found.",Possibly a session absent from Otter — but only after expensive AV processing with unverified captions.,catalog_and_external_URL,verify_captions_or_prefer_PDF_before_any_video_acquire; not_a_confirmed_new_lecture,pass3_availability=available_external; captions=not_checked; has_pdf_also=False; pot=potentially_new_session
aosrd-webinars-168-TmuGhf_1r3s,AOSRD_Clearfield,aosrd_webinars_youtube,"Chronic Fatigue, Homeostasis and Mitochondrial Dysfunction with Dr. K. Patel (Video)",chronic fatigue homeostasis and mitochondrial dysfunction with dr k patel video,aosrd-webinars-168-TmuGhf_1r3s,possible,JAhRYbDDwDsC4em3dazDKyDw4gM,2025-02-05,Research/lectures/clearfield-webinar-2025-02-05,YouTube_video,https://youtu.be/TmuGhf_1r3s,yes,1,low,1,very_high,high,low,low,high,poor,DEFER_IDENTITY_UNRESOLVED,Pass 1 match is only possible. Video acquisition/processing is expensive and captions are unverified. Resolve identity first before considering video.,Unclear until identity is resolved; may largely duplicate Otter text.,JAhRYbDDwDsC4em3dazDKyDw4gM:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,resolve_identity_before_video_acquisition,pass3_availability=available_external; captions=not_checked; has_pdf_also=False
aosrd-webinars-169-xIY-4j04zh0,AOSRD_Clearfield,aosrd_webinars_youtube,"Live Healthier, Better and Longer with Hydrogen by Bob Settineri – July 11, 2023 (Video)",live healthier better and longer with hydrogen by bob settineri july 11 2023 video,aosrd-webinars-169-xIY-4j04zh0,no_match,,,,AOSRD_PDF,https://aosrd.org/live-healthier-better-and-longer-with-hydrogen-by-bob-settineri/,no,4,unresolved,3,low,low,medium,medium,low,exceptional,ACQUIRE_CANDIDATE,AOSRD PDF is externally available and Pass 1 found no reasonable Otter candidate (potentially_new_session — not a confirmed new lecture). Low-cost text/visual source that could add a session representation absent from the current 98-session Otter corpus.,PDF lecture notes/slides/figures/references for a source without an Otter packet match.,catalog_record_and_URL_only,,pdf_role=potentially_new_source; pass3_pdf_availability=available_external; pass1_rel=potentially_new_session
aosrd-webinars-169-xIY-4j04zh0,AOSRD_Clearfield,aosrd_webinars_youtube,"Live Healthier, Better and Longer with Hydrogen by Bob Settineri – July 11, 2023 (Video)",live healthier better and longer with hydrogen by bob settineri july 11 2023 video,aosrd-webinars-169-xIY-4j04zh0,no_match,,,,YouTube_video,https://youtu.be/xIY-4j04zh0,no,2,unresolved,2,very_high,low,medium,low,very_high,weak,DEFER_EXPENSIVE_VIDEO,Pass 1 has no Otter candidate (potentially_new_session — not confirmed new). A companion AOSRD PDF is externally available and is the preferable low-cost text/visual acquisition path. Video captions are unverified; defer expensive video unless a later authorized pass shows a specific AV-only gap after PDF review.,Possibly a session absent from Otter — but only after expensive AV processing with unverified captions.,catalog_and_external_URL;+external_PDF_candidate,verify_captions_or_prefer_PDF_before_any_video_acquire; not_a_confirmed_new_lecture,pass3_availability=available_external; captions=not_checked; has_pdf_also=True; pot=potentially_new_session
