erc_id,catalog_record_id,pass4_row_id,pass4_row_ids,primary_representation_ref,primary_representation_type,primary_representation_url,alternate_representation_refs,uncertainty_class,evidence_question,evidence_purpose,pass1_match_class_frozen,candidate_session_refs,candidate_multiplicity,temporal_relation,local_representation_state,external_availability_state,access_state,authorization_state,next_evidence_action,action_cost_class,why_this_action,decision,decision_reason,authorized_to_establish,residual_uncertainty,human_authorization_record,notes
erc-4.5-pdf-046-aosrd-webinars-209-728P3vA7hsU,aosrd-webinars-209-728P3vA7hsU,aosrd-webinars-209-728P3vA7hsU::AOSRD_PDF,aosrd-webinars-209-728P3vA7hsU::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/molds-mycotoxins-and-the-brain-an-evidenced-based-presentation-by-dr-andrew-campbell/,AOSRD_PDF,https://aosrd.org/molds-mycotoxins-and-the-brain-an-evidenced-based-presentation-by-dr-andrew-campbell/,YouTube_video|https://youtu.be/728P3vA7hsU|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “Molds, Mycotoxins and the Brain-An Evidenced Based Presentation by Dr. Andrew Campbell (Video)” belong to Pass-1 possible Otter candidate(s) [hFcw5MS7FSAuXJGFcnPHqL6j1gM, v3Md09l1C_mz3hrDPWngln5SYQw], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,hFcw5MS7FSAuXJGFcnPHqL6j1gM;v3Md09l1C_mz3hrDPWngln5SYQw,2,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; candidate_multiplicity=2; preserve all candidates; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-047-aosrd-webinars-214-Zf7hlrZ7Ljo,aosrd-webinars-214-Zf7hlrZ7Ljo,aosrd-webinars-214-Zf7hlrZ7Ljo::AOSRD_PDF,aosrd-webinars-214-Zf7hlrZ7Ljo::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/wp-content/uploads/2022/08/Clinical-Manifestations-on-Gut-Brain-Connections.pdf,AOSRD_PDF,https://aosrd.org/wp-content/uploads/2022/08/Clinical-Manifestations-on-Gut-Brain-Connections.pdf,YouTube_video|https://youtu.be/Zf7hlrZ7Ljo|pass4_decision=DEFER_EXPENSIVE_VIDEO,identity_uncertainty,"What session (if any) does AOSRD PDF for “Gut-Brain Connection by Dr. Brad Watts (Video)” represent, given Pass 1 no_match to the Otter corpus — without treating no_match as proof of a new lecture?",unlinked_source_investigation,no_match,,0,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=ACQUIRE_CANDIDATE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-048-aosrd-webinars-224-qORv5ARtglk,aosrd-webinars-224-qORv5ARtglk,aosrd-webinars-224-qORv5ARtglk::AOSRD_PDF,aosrd-webinars-224-qORv5ARtglk::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/wp-content/uploads/2022/06/The-Future-of-Biological-Dentistry-by-Dr-Scott-Chandler.pdf,AOSRD_PDF,https://aosrd.org/wp-content/uploads/2022/06/The-Future-of-Biological-Dentistry-by-Dr-Scott-Chandler.pdf,YouTube_video|https://youtu.be/qORv5ARtglk|pass4_decision=DEFER_EXPENSIVE_VIDEO,identity_uncertainty,"What session (if any) does AOSRD PDF for “The Future of Biological Dentistry: Where Do We Go from Here? with Dr. Scott Chandler (Video)” represent, given Pass 1 no_match to the Otter corpus — without treating no_match as proof of a new lecture?",unlinked_source_investigation,no_match,,0,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,shared_pdf_url_catalog_ids=aosrd-webinars-224-qORv5ARtglk;aosrd-webinars-241-nqr6cW4Gw_A; not independent evidence; cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=ACQUIRE_CANDIDATE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-049-aosrd-webinars-230-P7DyhMvm0SA,aosrd-webinars-230-P7DyhMvm0SA,aosrd-webinars-230-P7DyhMvm0SA::AOSRD_PDF,aosrd-webinars-230-P7DyhMvm0SA::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/anti-aging-medicine-with-dr-mikhail-berman/,AOSRD_PDF,https://aosrd.org/anti-aging-medicine-with-dr-mikhail-berman/,YouTube_video|https://youtu.be/P7DyhMvm0SA|pass4_decision=DEFER_EXPENSIVE_VIDEO,identity_uncertainty,"What session (if any) does AOSRD PDF for “Anti-Aging Medicine with Dr. Mikhail Berman (Video)” represent, given Pass 1 no_match to the Otter corpus — without treating no_match as proof of a new lecture?",unlinked_source_investigation,no_match,,0,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=ACQUIRE_CANDIDATE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-050-aosrd-webinars-232-rqFCphSMW1o,aosrd-webinars-232-rqFCphSMW1o,aosrd-webinars-232-rqFCphSMW1o::AOSRD_PDF,aosrd-webinars-232-rqFCphSMW1o::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/integrative-medicine-and-the-law-by-judge-egan-walker/,AOSRD_PDF,https://aosrd.org/integrative-medicine-and-the-law-by-judge-egan-walker/,YouTube_video|https://youtu.be/rqFCphSMW1o|pass4_decision=DEFER_EXPENSIVE_VIDEO,identity_uncertainty,"What session (if any) does AOSRD PDF for “Integrative Medicine and the Law by Judge Egan Walker (Video)” represent, given Pass 1 no_match to the Otter corpus — without treating no_match as proof of a new lecture?",unlinked_source_investigation,no_match,,0,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=ACQUIRE_CANDIDATE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-051-aosrd-webinars-233-GFCg9tySvGI,aosrd-webinars-233-GFCg9tySvGI,aosrd-webinars-233-GFCg9tySvGI::AOSRD_PDF,aosrd-webinars-233-GFCg9tySvGI::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/new-horizons-in-cancer-treatment-kalapana-patel-md/,AOSRD_PDF,https://aosrd.org/new-horizons-in-cancer-treatment-kalapana-patel-md/,YouTube_video|https://youtu.be/GFCg9tySvGI|pass4_decision=DEFER_EXPENSIVE_VIDEO,identity_uncertainty,"What session (if any) does AOSRD PDF for “New Horizons in Cancer Treatment by Kalapana Patel, MD (Video)” represent, given Pass 1 no_match to the Otter corpus — without treating no_match as proof of a new lecture?",unlinked_source_investigation,no_match,,0,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=ACQUIRE_CANDIDATE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-052-aosrd-webinars-234-5xpAcQ8J7hE,aosrd-webinars-234-5xpAcQ8J7hE,aosrd-webinars-234-5xpAcQ8J7hE::AOSRD_PDF,aosrd-webinars-234-5xpAcQ8J7hE::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/frequency-specific-microcurrent-by-carol-mcmakin-madc/,AOSRD_PDF,https://aosrd.org/frequency-specific-microcurrent-by-carol-mcmakin-madc/,YouTube_video|https://youtu.be/5xpAcQ8J7hE|pass4_decision=DEFER_EXPENSIVE_VIDEO,identity_uncertainty,"What session (if any) does AOSRD PDF for “Frequency Specific Microcurrent by Carol McMakin, MA,DC (Video)” represent, given Pass 1 no_match to the Otter corpus — without treating no_match as proof of a new lecture?",unlinked_source_investigation,no_match,,0,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=ACQUIRE_CANDIDATE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-053-aosrd-webinars-235-4ErgdNqYbRc,aosrd-webinars-235-4ErgdNqYbRc,aosrd-webinars-235-4ErgdNqYbRc::AOSRD_PDF,aosrd-webinars-235-4ErgdNqYbRc::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/integrative-immuno-oncology-salaheldin-halasa-md/,AOSRD_PDF,https://aosrd.org/integrative-immuno-oncology-salaheldin-halasa-md/,YouTube_video|https://youtu.be/4ErgdNqYbRc|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “Integrative Immuno Oncology Part 2 by Dr. Salaheldin Halasa (Video)” belong to Pass-1 possible Otter candidate(s) [SdzXWjorAW2NkmSfJoC1PdOzwAE, b2H7gyjRNmbN0l62XtCzeLPovDE, JAhRYbDDwDsC4em3dazDKyDw4gM], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,variant_derivative,SdzXWjorAW2NkmSfJoC1PdOzwAE;b2H7gyjRNmbN0l62XtCzeLPovDE;JAhRYbDDwDsC4em3dazDKyDw4gM,3,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,shared_pdf_url_catalog_ids=aosrd-webinars-235-4ErgdNqYbRc;aosrd-webinars-237-p59K6kGBP-Y; not independent evidence; cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; candidate_multiplicity=3; preserve all candidates; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-054-aosrd-webinars-236-JdOL-00shnA,aosrd-webinars-236-JdOL-00shnA,aosrd-webinars-236-JdOL-00shnA::AOSRD_PDF,aosrd-webinars-236-JdOL-00shnA::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/chronic-fatigue-syndrome/,AOSRD_PDF,https://aosrd.org/chronic-fatigue-syndrome/,YouTube_video|https://youtu.be/JdOL-00shnA|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “Chronic Fatigue Syndrome by Dr. Jacob Teitelbaum March 15, 2022 (Video)” belong to Pass-1 possible Otter candidate(s) [eEDmdeOTNokKYKUadQuO_9gDjuo], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,eEDmdeOTNokKYKUadQuO_9gDjuo,1,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-055-aosrd-webinars-237-p59K6kGBP-Y,aosrd-webinars-237-p59K6kGBP-Y,aosrd-webinars-237-p59K6kGBP-Y::AOSRD_PDF,aosrd-webinars-237-p59K6kGBP-Y::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/integrative-immuno-oncology-salaheldin-halasa-md/,AOSRD_PDF,https://aosrd.org/integrative-immuno-oncology-salaheldin-halasa-md/,YouTube_video|https://youtu.be/p59K6kGBP-Y|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “Integrative Immuno Oncology by Dr. Salaheldin Halasa (Video)” belong to Pass-1 possible Otter candidate(s) [b2H7gyjRNmbN0l62XtCzeLPovDE, SdzXWjorAW2NkmSfJoC1PdOzwAE], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,b2H7gyjRNmbN0l62XtCzeLPovDE;SdzXWjorAW2NkmSfJoC1PdOzwAE,2,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,shared_pdf_url_catalog_ids=aosrd-webinars-235-4ErgdNqYbRc;aosrd-webinars-237-p59K6kGBP-Y; not independent evidence; cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; candidate_multiplicity=2; preserve all candidates; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-056-aosrd-webinars-238-oMjTc20O6Ps,aosrd-webinars-238-oMjTc20O6Ps,aosrd-webinars-238-oMjTc20O6Ps::AOSRD_PDF,aosrd-webinars-238-oMjTc20O6Ps::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/wp-content/uploads/2022/03/What-I-learned-from-the-Osteopathic-Masters-and....-Richwine-William-final-2022.0301-pdf.pdf,AOSRD_PDF,https://aosrd.org/wp-content/uploads/2022/03/What-I-learned-from-the-Osteopathic-Masters-and....-Richwine-William-final-2022.0301-pdf.pdf,YouTube_video|https://youtu.be/oMjTc20O6Ps|pass4_decision=DEFER_EXPENSIVE_VIDEO,identity_uncertainty,"What session (if any) does AOSRD PDF for “What I Learned from the Osteopathic Masters-Dr. William Richwine (Video)” represent, given Pass 1 no_match to the Otter corpus — without treating no_match as proof of a new lecture?",unlinked_source_investigation,no_match,,0,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=ACQUIRE_CANDIDATE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-057-aosrd-webinars-241-nqr6cW4Gw_A,aosrd-webinars-241-nqr6cW4Gw_A,aosrd-webinars-241-nqr6cW4Gw_A::AOSRD_PDF,aosrd-webinars-241-nqr6cW4Gw_A::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/wp-content/uploads/2022/06/The-Future-of-Biological-Dentistry-by-Dr-Scott-Chandler.pdf,AOSRD_PDF,https://aosrd.org/wp-content/uploads/2022/06/The-Future-of-Biological-Dentistry-by-Dr-Scott-Chandler.pdf,YouTube_video|https://www.youtube.com/watch?v=nqr6cW4Gw_A|pass4_decision=DEFER_EXPENSIVE_VIDEO,identity_uncertainty,"What session (if any) does AOSRD PDF for “Biological Dentistry by Dr. Scott Chandler (Video)” represent, given Pass 1 no_match to the Otter corpus — without treating no_match as proof of a new lecture?",unlinked_source_investigation,no_match,,0,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,shared_pdf_url_catalog_ids=aosrd-webinars-224-qORv5ARtglk;aosrd-webinars-241-nqr6cW4Gw_A; not independent evidence; cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=ACQUIRE_CANDIDATE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-058-aosrd-webinars-242-tiIDS69FRkQ,aosrd-webinars-242-tiIDS69FRkQ,aosrd-webinars-242-tiIDS69FRkQ::AOSRD_PDF,aosrd-webinars-242-tiIDS69FRkQ::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/pairing-nutrition-with-regenerative-medicine-by-dr-brad-watts/,AOSRD_PDF,https://aosrd.org/pairing-nutrition-with-regenerative-medicine-by-dr-brad-watts/,YouTube_video|https://www.youtube.com/watch?v=tiIDS69FRkQ|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “Pairing Nutrition with Regenerative Medicine by Dr. Brad Watts – Video” belong to Pass-1 possible Otter candidate(s) [0pIRZSR5hLU8vZNbqCJ9pLpRE9M, hxlUjPAXSClySIs4HN1P0CWe_Qk], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,0pIRZSR5hLU8vZNbqCJ9pLpRE9M;hxlUjPAXSClySIs4HN1P0CWe_Qk,2,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; candidate_multiplicity=2; preserve all candidates; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-059-aosrd-webinars-244-DwiLCdt69H4,aosrd-webinars-244-DwiLCdt69H4,aosrd-webinars-244-DwiLCdt69H4::AOSRD_PDF,aosrd-webinars-244-DwiLCdt69H4::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/solutions-on-suicide-january-18-2022-by-joel-peterson/,AOSRD_PDF,https://aosrd.org/solutions-on-suicide-january-18-2022-by-joel-peterson/,YouTube_video|https://www.youtube.com/watch?v=DwiLCdt69H4|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “Solutions on Suicide January 18, 2022 by Joel Peterson -Video” belong to Pass-1 possible Otter candidate(s) [FbRyr7EkkewAoPTmXbK9DtUiA_Y], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,FbRyr7EkkewAoPTmXbK9DtUiA_Y,1,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-060-aosrd-webinars-245-y3Fz32zWP10,aosrd-webinars-245-y3Fz32zWP10,aosrd-webinars-245-y3Fz32zWP10::AOSRD_PDF,aosrd-webinars-245-y3Fz32zWP10::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/hypo-and-hyperthyroidism-are-one-internal-disease/,AOSRD_PDF,https://aosrd.org/hypo-and-hyperthyroidism-are-one-internal-disease/,YouTube_video|https://www.youtube.com/watch?v=y3Fz32zWP10|pass4_decision=DEFER_EXPENSIVE_VIDEO,identity_uncertainty,"What session (if any) does AOSRD PDF for “Hypo and Hyperthyroidismare One Internal Disease with Two Different Manifestations by Dr. Parvin Zarrin – Video” represent, given Pass 1 no_match to the Otter corpus — without treating no_match as proof of a new lecture?",unlinked_source_investigation,no_match,,0,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=ACQUIRE_CANDIDATE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-061-aosrd-webinars-249-3mTLksPwJyo,aosrd-webinars-249-3mTLksPwJyo,aosrd-webinars-249-3mTLksPwJyo::AOSRD_PDF,aosrd-webinars-249-3mTLksPwJyo::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/wp-content/uploads/2021/12/Mold-and-Mycotoxins-1021.pdf,AOSRD_PDF,https://aosrd.org/wp-content/uploads/2021/12/Mold-and-Mycotoxins-1021.pdf,YouTube_video|https://www.youtube.com/watch?v=3mTLksPwJyo|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “Mycotoxins and Autoimmunity by Andrew Campbell, MD, Dec 14, 2021” belong to Pass-1 possible Otter candidate(s) [v3Md09l1C_mz3hrDPWngln5SYQw, hFcw5MS7FSAuXJGFcnPHqL6j1gM], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,v3Md09l1C_mz3hrDPWngln5SYQw;hFcw5MS7FSAuXJGFcnPHqL6j1gM,2,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; candidate_multiplicity=2; preserve all candidates; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-062-aosrd-webinars-261-qVX_h6blAQw,aosrd-webinars-261-qVX_h6blAQw,aosrd-webinars-261-qVX_h6blAQw::AOSRD_PDF,aosrd-webinars-261-qVX_h6blAQw::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/wp-content/uploads/2021/09/PowerPoint-for-Doctors-Terri-Jay-2.pdf,AOSRD_PDF,https://aosrd.org/wp-content/uploads/2021/09/PowerPoint-for-Doctors-Terri-Jay-2.pdf,YouTube_video|https://www.youtube.com/watch?v=qVX_h6blAQw|pass4_decision=DEFER_EXPENSIVE_VIDEO,identity_uncertainty,"What session (if any) does AOSRD PDF for “Medical Intuition by Terri Jay  Aug 31, 2021 – Video” represent, given Pass 1 no_match to the Otter corpus — without treating no_match as proof of a new lecture?",unlinked_source_investigation,no_match,,0,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=ACQUIRE_CANDIDATE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
erc-4.5-pdf-063-aosrd-webinars-263-lCzuTx9LKnQ,aosrd-webinars-263-lCzuTx9LKnQ,aosrd-webinars-263-lCzuTx9LKnQ::AOSRD_PDF,aosrd-webinars-263-lCzuTx9LKnQ::AOSRD_PDF,AOSRD_PDF|https://aosrd.org/wp-content/uploads/2021/08/Chronic-Fatigue-Syndrome-ASORD-1.pdf,AOSRD_PDF,https://aosrd.org/wp-content/uploads/2021/08/Chronic-Fatigue-Syndrome-ASORD-1.pdf,YouTube_video|https://www.youtube.com/watch?v=lCzuTx9LKnQ|pass4_decision=DEFER_IDENTITY_UNRESOLVED,identity_uncertainty,"Does AOSRD PDF for “Chronic Fatigue Syndrome: Road to Resolution: Dr. Todd Born Aug 17, 2021 – Video” belong to Pass-1 possible Otter candidate(s) [CMNjlQbT2xu4NqL-9gu4VQSt0mo], or is the relationship still unresolved after inspecting the PDF?",identity_resolution,possible,CMNjlQbT2xu4NqL-9gu4VQSt0mo,1,unknown,absent,available_external,accessible,pending,DOWNLOAD_PDF,low,"AOSRD PDF is finite, text/visual-bearing, and Pass 3 marked available_external; cheapest discriminating representation for this evidence question. Video alternatives remain deferred under Pass 4.",NEEDS_HUMAN_SCOPING,OTHER,bytes_in_custody;explicitly_not_session_identity;explicitly_not_knowledge_object,not_applicable,,cheaper_or_peer_alternatives_listed_in_alternate_representation_refs; pass4_acquisition_decision=CONDITIONAL_ACQUIRE; pass4_5_mvp=pdf_batch_pending_authorization; no_download_performed; awaiting_human_authorization_gate
